No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
415_2,,أخبرنا محمد بن ناصر أنبأنا محمد بن علي بن ميمون أنبأنا علي بن الحسن التنوخي أنبأنا عبداللّه بن إبراهيم بن جعفر الزبيبي حدثنا محمد بن سفيان الحناي حدثنا عثمان بن يعقوب العطار حدثنا محمد بن محمد البصري عن الحماني عن ابن فضيل عن يزيد بن أبي زياد عن مجاهد عن ابن عباس مرفوعاً,النظر إلى علي عبادة,الحماني قال أحمدج وغيره كذاب ويزيد قال النسائي متروك. الدارقطني,,non-authentic,كتاب المناقب
415_3,,حدثنا أبو سعيد هو العدوي حدثنا العباس بن بكار الصبي حدثنا أبو بكر الهذلي عن ابن الزبير عن جابر مرفوعاً,النظر إلى علي عبادة,,,non-authentic,كتاب المناقب
415_4,,أخبرنا محمد بن ناصر أن[انا محمد بن علي بن ميمون أنبأنا علي بن المحسن أنبأنا عبداللّه بن إبراهيم حدثنا الحسن بن علي بن زكريا هو العدوي أنبأنا أحمد بن عبادة حدثنا سفينان بن عيينة عن الأعمش عن أبي صالح عن أبي هريرة مرفوعاً,النظر إلى علي عبادة,,,non-authentic,كتاب المناقب
415_5,,حدثنا إسحق بن لؤلؤ حدثنا عفان بن شعبة عن الأعمش,,,,non-authentic,كتاب المناقب
415_6,,حدثنا العدوي حدثنا الحسن بن علي بن راشد الواسطي حدثنا هشيم عن حميد عن أنس مرفوعاً ,النظر إلى علي عبادة ,,,non-authentic,كتاب المناقب
415_7,,حدثنا حاجب بن مالك حدثنا علي بن المثنى حدثنا عبيد اللّه بن موسى حدثنا مطر عن أبي مطر عن أنس,,قال ابن حبان يروي الموضوعات عن الإثبات,,non-authentic,كتاب المناقب
416_1,"(محمد بن القاسم الأسدي ) عن شعبة عن قتادة عن أنس به الأسدي كذاب أحاديثه موضوعة. (قلت) هو من رجال الترمذي وقد روى أحمد بن خيثمة عن ابن معين أنه قال ثقة كتبت عنه واللّه أعلم. ابن عدي (حدثنا) حاجب حدثنا علي بن المثنى حدثنا الحسن بن عطية البزار حدثنا يحيى بن سلمة بن كهيل عن أبيه عن سالم عن ثوبان مرفوعاً النظر إلى علي عبادة تفرد به يحيى وهو متروك. (قلت) هو من رجال الترمذي قال في الميزان وقد قواه الحاكم وحده وأخرج له في المستدرك فلم يصب واللّه أعلم. ابن مردويه (حدثنا) أحمد بن إسحق بن منجاب حدثنا محمد بن يونس الكديمي حدثنا إبراهيم بن إسحق الجعفي حدثنا عبداللّه بن عبد ربه العجلي حدثنا شعبة عن قتادة عن حميد هو عبدالرحمن عن أبي سعيد الخدري عن عمران بن حصين مرفوعاً النظر إلى علي عبادة: الكديمي وضاع وله طريق آخر ليس فيه الكديمي قال الحاكم في المستدرك حدثنا دعلج بن أحمد حدثنا عبدالعزيز بن معاوية حدثنا إبراهيم بن إسحق الجعفي به وقال صحيح الإسناد، وطريق خالد بن طليق أخرجه الطبراني حدثنا أبو مسلم الكبشي حدثنا أبو محمد بن عمران بن خالد بن طليق الضرير عن أبيه عن جده قال رأيت عمران بن حصين يحد النظر إلى علي فقيل له فقال سمعت رسول اللّه صلى اللّه عليه وسلم يقول النظر إلى علي عبادة واللّه أعلم. أبو نعيم (حدثنا) أبو نصر أحمد بن الحسين اليسابوري حدثنا الحسن بن موسى النيسابوري حدثنا الحسين بن موسى السمسار حدثنا الحسن بن عبدل حدثنا عباد بن صهيب حدثنا هشام بن عروة عن أبيه عن عائشة مرفوعاً النظر إلى علي عبادة تفرد به عباد وهو متروك. قال ابن حبان يروي المناكير عن المشاهير حتى إذا سمعها المبتدئ شهد لها بالوضع (قلت) وقال ابن الفراتي في جزئه أنبأنا جدي أبو عمرو حدثنا أبو محمد الحسن بن محمد بن إسحق المهرجاني حدثنا الغلابي أنبأنا العباس بن بكار حدثنا أبو بكر الهذلي عن ابن الزبير عن جابر قال قال رسول اللّه صلى اللّه عليه وسلم لعلي عد عمران بن الحصين فإنه مريض فأتاه وعنده معاذ وأبو هريرة فأقبل عمران يحد النظر إلى علي فقال له معاذ لم تحد النظر إلى علي، فقال سمعت رسول اللّه صلى اللّه عليه وسلم يقول النظر إلى علي عبادة فقال معاذ وأنا سمعته من رسول اللّه صلى اللّه عليه وسلم فقال أبو هريرة وأنا سمعته من رسول اللّه صلى اللّه عليه وسلم. وقال أنبأنا القاضي سوار بن أحمد حدثنا علي بن أحمد النوفلي حدثنا محمد بن زكريا بن دينار حدثنا العباس بن بكار حدثنا عباد بن كثير عن ابن الزبير عن جابر مرفوعاً النظر في المصحف عبادة ونظر الولد إلى الوالدين عبادة والنظر إلى علي بن أبي طالب عبادة واللّه أعلم. أحمد في مسنده (حدثنا) حجاج حدثنا قطر عن عبداللّه بن شريك عن عبداللّه بن الرقيم الكناني قال خرجنا إلى المدينة زمن الجمل فلقينا سعد بن مالك بها فقال أمر رسولُ اللّه صلى اللّه عليه وسلم بسد الأبواب الشارعة في المسجد وترك باب علي النسائي (حدثنا) أحمد بن يحيى حدثنا علي بن قادم أنبأنا إسرائيل عن عبداللّه بن شريك عن الحارث بن مالك قال أتيت مكة منقبة قال كنا مع رسول اللّه صلى اللّه عليه وسلم فنودي فينا ليلاً ليخرج من في المسجد إلا آل رسول اللّه فلما أصبح أتاه عمه فقال يا رسول اللّه أخرجت أصحابك وأعمامك وأسكنت هذا الغلام فقال ما أنا الذي أمرت بإخراجكم ولا بإسكان هذا الغلام إن اللّه هو أمر به. أحمد (حدثنا) وكيع عن هشام بن سعد عن عمر بن راشد عن ابن عمر أن النبي صلى اللّه عليه وسلم سد الأبواب في المسجد إلا باب علي. أبو نعيم (حدثنا) محمد بن أحمد بن الحسن حدثنا أبو شعيب حدثنا يحيى بن عبدالحميد الحمالي حدثنا أبو عوانة عن أبي بلج عن عمر بن ميمون عن ابن عباس قال قال رسول اللّه صلى اللّه عليه وسلم سدوا أبواب المسجد كلها إلا باب علي (أخبرنا) يحيى بن الطراح أنبأنا أبو منصور محمد بن محمد بن عبدالعزيز العسكري أنبأنا أبو أحمد عبيد اللّه بن محمد الفرضي حدثنا جعفر بن محمد الخواص حدثنا الحسن بن عبيد اللّه الأبزاري حدثنا إبراهيم بن سعيد عن المأمون عن الرشيد عن المهدي عن المنصور عن أبيه عن ابن عباس قال قال رسول اللّه صلى اللّه عليه وسلم لعلي إن موسى سأل ربه أن يطهر مسجده لهرون وذريته وإني سألت اللّه أن يطهر مسجدي لك ولذريتك من بعدك ثم أرسل إلى أبي بكر الصديق أن سد بابك فاسترجع وقال سمعاً وطاعة فسد بابه ثم إلى عمر كذلك ثم صعد المنبر فقال ما أنا سددت أبوابكم ولا فتحت باب عليّ ولكن اللّه سد أبوابكم وفتح باب علي.",حدثنا حاجب حدثنا علي بن المثنى حدثنا الحسن بن عطية البزار حدثنا يحيى بن سلمة بن كهيل عن أبيه عن سالم عن ثوبان مرفوعاً,النظر إلى علي عبادة,تفرد به يحيى وهو متروك  (قلت) هو من رجال الترمذي قال في الميزان وقد قواه الحاكم وحده وأخرج له في المستدرك فلم يصب واللّه أعلم. ابن مردويه,,non-authentic,كتاب المناقب
416_2,,حدثنا أحمد بن إسحق بن منجاب حدثنا محمد بن يونس الكديمي حدثنا إبراهيم بن إسحق الجعفي حدثنا عبداللّه بن عبد ربه العجلي حدثنا شعبة عن قتادة عن حميد هو عبدالرحمن عن أبي سعيد الخدري عن عمران بن حصين مرفوعاً,النظر إلى علي عبادة,الكديمي وضاع وله طريق آخر ليس فيه الكديمي,,non-authentic,كتاب المناقب
416_3,,قال الحاكم في المستدرك حدثنا دعلج بن أحمد حدثنا عبدالعزيز بن معاوية حدثنا إبراهيم بن إسحق الجعفي,,"به وقال صحيح الإسناد، وطريق خالد بن طليق أخرجه الطبراني",,non-authentic,كتاب المناقب
416_4,,حدثنا أبو مسلم الكبشي حدثنا أبو محمد بن عمران بن خالد بن طليق الضرير عن أبيه عن جده قال,رأيت عمران بن حصين يحد النظر إلى علي فقيل له فقال سمعت رسول اللّه صلى اللّه عليه وسلم يقول النظر إلى علي عبادة,,,non-authentic,كتاب المناقب
416_5,,حدثنا أبو نصر أحمد بن الحسين اليسابوري حدثنا الحسن بن موسى النيسابوري حدثنا الحسين بن موسى السمسار حدثنا الحسن بن عبدل حدثنا عباد بن صهيب حدثنا هشام بن عروة عن أبيه عن عائشة مرفوعاً,النظر إلى علي عبادة,تفرد به عباد وهو متروك. قال ابن حبان يروي المناكير عن المشاهير حتى إذا سمعها المبتدئ شهد لها بالوضع (قلت) وقال ابن الفراتي في جزئه,,non-authentic,كتاب المناقب
416_6,,أنبأنا جدي أبو عمرو حدثنا أبو محمد الحسن بن محمد بن إسحق المهرجاني حدثنا الغلابي أنبأنا العباس بن بكار حدثنا أبو بكر الهذلي عن ابن الزبير عن جابر قال قال رسول اللّه صلى اللّه عليه وسلم لعلي,"عد عمران بن الحصين فإنه مريض فأتاه وعنده معاذ وأبو هريرة فأقبل عمران يحد النظر إلى علي فقال له معاذ لم تحد النظر إلى علي، فقال سمعت رسول اللّه صلى اللّه عليه وسلم يقول النظر إلى علي عبادة فقال معاذ وأنا سمعته من رسول اللّه صلى اللّه عليه وسلم فقال أبو هريرة وأنا سمعته من رسول اللّه صلى اللّه عليه وسلم",,باطل,non-authentic,كتاب المناقب
416_7,,وقال أنبأنا القاضي سوار بن أحمد حدثنا علي بن أحمد النوفلي حدثنا محمد بن زكريا بن دينار حدثنا العباس بن بكار حدثنا عباد بن كثير عن ابن الزبير عن جابر مرفوعاً,النظر في المصحف عبادة ونظر الولد إلى الوالدين عبادة والنظر إلى علي بن أبي طالب عبادة,,,non-authentic,كتاب المناقب
416_8,,حدثنا حجاج حدثنا قطر عن عبداللّه بن شريك عن عبداللّه بن الرقيم الكناني قال,خرجنا إلى المدينة زمن الجمل فلقينا سعد بن مالك بها فقال أمر رسولُ اللّه صلى اللّه عليه وسلم بسد الأبواب الشارعة في المسجد وترك باب علي,,,non-authentic,كتاب المناقب
416_9,,حدثنا أحمد بن يحيى حدثنا علي بن قادم أنبأنا إسرائيل عن عبداللّه بن شريك عن الحارث بن مالك قال,أتيت مكة منقبة قال كنا مع رسول اللّه صلى اللّه عليه وسلم فنودي فينا ليلاً ليخرج من في المسجد إلا آل رسول اللّه فلما أصبح أتاه عمه فقال يا رسول اللّه أخرجت أصحابك وأعمامك وأسكنت هذا الغلام فقال ما أنا الذي أمرت بإخراجكم ولا بإسكان هذا الغلام إن اللّه هو أمر به,,,non-authentic,كتاب المناقب
416_10,,حدثنا وكيع عن هشام بن سعد عن عمر بن راشد عن ابن عمر,أن النبي صلى اللّه عليه وسلم سد الأبواب في المسجد إلا باب علي,,,non-authentic,كتاب المناقب
416_11,,حدثنا محمد بن أحمد بن الحسن حدثنا أبو شعيب حدثنا يحيى بن عبدالحميد الحمالي حدثنا أبو عوانة عن أبي بلج عن عمر بن ميمون عن ابن عباس قال قال رسول اللّه صلى اللّه عليه وسلم لعلي,إن موسى سأل ربه أن يطهر مسجده لهرون وذريته وإني سألت اللّه أن يطهر مسجدي لك ولذريتك من بعدك ثم أرسل إلى أبي بكر الصديق أن سد بابك فاسترجع وقال سمعاً وطاعة فسد بابه ثم إلى عمر كذلك ثم صعد المنبر فقال ما أنا سددت أبوابكم ولا فتحت باب عليّ ولكن اللّه سد أبوابكم وفتح باب علي,,,non-authentic,كتاب المناقب
417_1,"النسائي (حدثنا) محمد بن بشار أنبأنا محمد بن جعفر حدثنا عوف عن ميمون أبي عبداللّه عن زيد بن أرقم قال كان لنفر من الصحابة أبواب شارعة في المسجد فقال رسول اللّه صلى اللّه عليه وسلم يوماً سدوا هذه الأبواب إلا باب علي فتكلم في ذلك الناس فقام فحمد اللّه وأثنى عليه ثم قال أما بعد فإني أمرت بسد هذه الأبواب غير باب علي فقال فيكم قائلكم واللّه ما سددت شيئاً ولا فتحته ولكني أمرت بشيء فاتبعته. الخطيب (حدثنا) أحمد بن محمد بن غالب القفيه أنبأنا أبو حفص بن بشر أنبأنا أبو عبداللّه جعفر بن محمد العلوي حدثنا محمد بن مهدي الميموني حدثنا عبدالعزيز بن الخطاب حدثنا شعبة بن الحجاج سمعت زيد بن علي بن الحسين أخي محمد بن علي أنه سمع جابر بن عبداللّه يقول سمعت رسول اللّه صلى اللّه عليه وسلم سدوا الأبواب كلها إلا باب علي: لها باطلة عبداللّه بن شريك كذاب وابن الرقيم والحارث قال النسائي لا أعرفهما وهشام بن سعد قال يحيى ليس بشيء وأبو بلج يحيى بن سليم. قال أحمد حديث سدوا الأبواب منكر. وقال ابن حبان كان يخطي ويحيى بن عبدالحميد كذبه أحمد وطريق الأبزاري من عمله وميمون مولى عبدالرحمن بن سمرة. قال يحيى بن سعيد لا شيء وحديث جابر تفرد به العلوي وفيه مجاهيل وهذه الأحاديث من موضع الرافضة قابلوا به حديث أبي بكر في الصحيح (قلت) قال الحافظ ابن حجر في القول المسدد في الذب عن مسند أحمد قول ابن الجوزي في هذا الحديث أنه باطل وأنه موضوع دعوى لم يستدل عليها إلا بمخالفة الحديث الذي في الصحيحين وهذا إقدام على رد الأحاديث الصحيحة بمجرد التوهم ولا ينبغي الإقدام على حكم بالوضع إلا عند عدم إمكان الجمع ولا يلزم من تعذر الجمع في الحال أنه لا يمكن بعد ذلك لأن فوق كل ذي علم عليم وطريق الورع في مثل هذا أن لا يحكم على الحديث بالبطلان بل يتوقف فيه إلى أن يظهر لغيره ما لم يظهر له وهذا الحديث من هذا الباب هو حديث مشهور له طرق متعددة كل طريق منها على انفراده عن رتبة لا تقصر عن رتبة الحسن ومجموعها مما يقطع بصحته على طريقة كثير من أهل الحديث وأما كونه معارضاً لما في الصحيحين فغير مسلم ليس بينهما معارضة وقد يذكر البزار في مسنده أن حديث سدوا كل باب في المسجد إلا باب علي جاء من روايات أهل الكوفة وأهل المدينة يروون إلا باب أبي بكر قال فإن ثبتت روايات أهل الكوفة فالمراد بها هذا المعنى فذكر حديث أبي سعيد الذي سأذكره بعد قال علي إن روايات أهل الكوفة جاءت من وجوه بأسانيد حسان انتهى. وها أنا أذكر بقية طرقه ثم أبين كيفية الجمع بينه وبين الذي في الصحيحين فمن طرقه حديث زيد بن أرقم وقد أخرجه أحمد في مسنده والنسائي في الكبرى والحاكم في المستدرك وقال صحيح الإسناد وأخرجه الحافظ ضياء الدين في الأحاديث المختارة مما ليس في الصحيحين وأورده ابن الجوزي في الموضوعات من طريق النسائي وأعله بميمون وأخطأ في ذلك خطأً ظاهراً وميمون وثقه غير واحد وتكلم بعضهم في حفظه وقد صحح له الترمذي حديثاً غير هذا انفرد به زيد بن أرقم ومن طرقه حديث ابن عباس أخرجه الترمذي عن محمد بن حميد عن إبراهيم بن المختارة والنسائي في الكبرى عن محمد بن وهب عن مسكين بن بكر والكلاباذي في معاني الأخبار من وجه آخر عن مسكين كلاهما عن شعبة عن أبي بلج عن عمرو بن ميمون عن ابن عباس قال أمر رسول اللّه صلى اللّه عليه وسلم بأبواب المسجد فسدت إلا باب علي. وروى أحمد والنسائي أيضاً من طريق أبي عوانة الوضاح عن أبي بلج يحيى بن عمرو بن ميمون قال قال ابن عباس في أثناء حديث سدوا أبواب المسجد إلا باب علي وكان يدخل المسجد وهو جنب وهو طريقه ليس له طريق آخر الكلاباذي في معاني الأخبار عن حاتم بن عبيد عن يحيى بن أسيد وأخرجه ابن الجوزي في الموضوعات من طريق أبي نعيم في الحلية حدثنا محمد بن أحمد بن الحسين حدثنا أبو شعيب كلاهما عن يحيى بن عبدالحميد حدثنا أبو عوانة به وأعله بأبي بلخ ويحيى بن عبدالحميد فلم يصب لأن يحيى لم ينفرد به وأخرج النسائي حديث سعد بن أبي وقاص من طريق آخر بمعناه ورواه الطبراني في الأوسط من طريق الحكم بن عتبة عن مصعب بن سعد عن أبيه قال أمر رسول اللّه صلى اللّه عليه وسلم بسد الأبواب إلا باب علي فقال يا رسول اللّه سددت أبوابنا كلها إلا باب علي فقال ما سددت أبوابكم ولكن اللّه تعالى سدها. لم يروه عن الحكم إلا معاوية بن ميسرة بن شريح وهو حفيد القاضي شريح الكندي. قال النجاري في تاريخه سمع الحكم بن عيينة ولم يذكر فيه جرحاً وذكره ابن حبان في الثقات. وقال الطبراني في الكبير حدثنا إبراهيم بن نافلة الأصبهاني حدثنا إسمعيل بن عمرو البجلي حدثنا ناصح عن سماك بن حرب عن جابر بن سمرة قال أمر رسول اللّه صلى اللّه عليه وسلم بسد الأبواب كلها غير باب علي، فقال العباس يا رسول اللّه قدر ما أدخل وحدي، قال ما أمرت بشيء من ذلك فسدها غير باب عليّ. قال وربما مر وهو جنب وهشام بن سعد الذي أعل به ابن الجوزي حديث ابن عمر من رجال مسلم صدوق تكلموا في حفظه وحديثه يقوى بالشواهد وروى النسائي أيضاً حديث ابن عمر بسند صحيح أورده من طريق أبي إسحاق السبيعي عن العلاء بن عرار قال قلت لعبداللّه بن عمر أخبرني عن علي وعثمان قال أما عليّ فلا تسأل عنه أحداً وانظر إلى منزله من رسول اللّه صلى اللّه عليه وسلم فإنه سد أبوابنا في المسجد وأقر بابه، رجاله رجال الصحيح إلا العلاء وهو ثقة وثقه ابن معين وغيره وأخرجه الكلاباذي في معاني الأخبار من طريق عبداللّه بن سلمة الأفطس أحد الضعفاء عن الزهري عن سالم بن عبداللّه بن عمر عن أبيه بنحوه، وهذا بيت رسول اللّه صلى اللّه عليه وسلم وأشار إلى بيت عليّ إلى جنبه. فهذه الطرق المتظافرة بروايات الثقات تدل على أن الحديث صحيح دلالة قوية وهذه غاية نظر المحدث وأما كون المتن معارضاً للمتن الثابت في الصحيحين من حديث أبي سعيد الخدري فليس كذلك ولا معارضة بينهما بل حديث سدوا الأبواب غير حديث سدوا الخوخ لأن بيت علي كان داخل المسجد مجاوراً بيوت النبي صلى اللّه عليه وسلم قال القاضي إسماعيل المالكي في كتاب أحكام القرآن له حدثنا إبراهيم بن حمزة حدثنا سفيان بن حمزة عن كثير بن زيد عن المطلب هو ابن عبداللّه بن حنطب أن النبي صلى اللّه عليه وسلم لم يكن أذن لأحد أن يمر في المسجد ولا يجلس فيه وهو جنب إلا علي بن أبي طالب لأن بيته كان في المسجد وهذا مرسل قوي يشهد له ما أخرجه الترمذي من حديث أبي سعيد الخدري أن النبي صلى اللّه عليه وسلم قال لعلي لا يحل لأحد أن يطرق هذا المسجد جنباً غيري وغيرك فهذا يتعلق بسد الأبواب وأما سد الخوخ فالمراد بها طاقات كانت في المسجد يستقربون الدخول منها فأمر النبي صلى اللّه عليه وسلم في مرض موته بسدها إلا خوخة أبي بكر وفي ذلك إشارة استخلافه لأنه يحتاج إلى المسجد كثيراً دون غيره فظهر بهذا الجمع أن لا تعارض فكيف يدعي الوضع على الأحاديث الصحيحة بمجرد هذا التوهم ولو فتح هذا الباب لرد الأحاديث لأدى في كثير من الأحاديث الصحيحة البطلان ولكن يأبى اللّه ذلك والمؤمنون ثم وجدت في كتاب معاني الأخبار لأبي بكر الكلاباذي قال لا تعارض بين قصة علي وقصة أبي بكر لأن باب أبي بكر كان من جملة أبواب مطلع إلى المسجد خوخات وأبواب البيوت خارجة من المسجد فأمر رسول اللّه صلى اللّه عليه وسلم بسد تلك الخوخ فلم يبق تطلع منها إلى المسجد وتركت خوخة أبي بكر فقط وأما باب علي فكان داخل المسجد يخرج منه ويدخل فيه كما قال ابن عمر للذي سأله حين أشار إلى بيت علي هذا بين النبي وكان بيت النبي صلى اللّه عليه وسلم في المسجد وبنحوه جمعهما الطحاوي في مشكل الآثار انتهى كلام الحافظ ابن حجر.  ومن طرقه التي لم يوردها ما أخرجه العقيلي حدثنا محمد بن عبدوس حدثنا محمد بن حميد حدثنا تميم بن المؤمن حدثنا هلال بن سويد سمعت أنس بن مالك يقول لما سد النبي صلى اللّه عليه وسلم أبواب المسجد أتته قريش فعاتبوه فقالوا أسددت أبوابنا وتركت باب علي فقال ما بأمري سددتها ولا بأمري فتحتها وقال البزار حدثنا حاتم بن الليث حدثنا عبيد اللّه بن موسى حدثنا أبو ميمونة عن عيسى الملائي عن علي بن الحسين عن أبيه عن علي بن أبي طالب قال أخذ رسول اللّه صلى اللّه عليه وسلم بيدي فقال إن موسى سأل ربه أن يطهر مسجده بهارون وإني سألت ربي أن يطهر مسجدي بك وبذريتك ثم أرسل إلى أبي بكر أن سد بابك فاسترجع ثم قال سمعاً وطاعة فسد بابه ثم أرسل إلى عمر ثم ارسل إلى العباس بمثل ذلك ثم قال رسول اللّه صلى اللّه عليه وسلم لا أنا سددت أبوابكم وفتحت باب علي ولكن اللّه فتح باب علي وسد أبوابكم قفال البزار أبو ميمونة مجهول وعيسى الملائي لا نعلمه روى إلا هذا وقال الطبراني حدثنا عبداللّه بن زيدان البجلي حدثنا محمد بن حماد بن عمرو الأزدي حدثنا حسين الأشقر حدثنا أبو عبدالرحمن المسعودي عن كثير النوا عن ميمون أبي عبداللّه عن ابن عباس قال لما أخرج أهل المسجد وترك علي قال الناس في ذلك فبلغ النبي صلى اللّه عليه وسلم فقال ما أنا أخرجتكم من قبل نفسي ولا أنا تركته ولكن اللّه أخرجكم وتركه إنما أنا عبد مأمور ما أمرت به فعلت إن أتبع إلا ما يوحى إلي وقال أبو نعيم في فضائل الصحابة حدثنا سليمان بن أحمد حدثنا محمد بن عثمان بن أبي شيبة حدثنا زكريا بن يحيى حدثنا خالد بن مخلد حدثنا راشد بن سلمة عن أبي داود عن بريدة الأسلمي قال أمر رسول اللّه صلى اللّه عليه وسلم بسد الأبواب فشق ذلك على أصحابه فلما بلغ ذلك رسول اللّه صلى اللّه عليه وسلم دعى الصلاة جامعة حتى إذا اجتمعوا صعد المنبر ولم نسمع لرسول اللّه تحميداً وتعظيماً في خطبة مثل يومئذ فقال يا أيها الناس ما أنا سددتها ولا أنا فتحتها بل اللّه فتحها وسدها ثم قرأ والنجم إذا هوى ما ضل صاحبكم وما غوى وما ينطق عن الهوى إن هو إلا وحي يوحى فقال رجل دع لي كوة تكون في المسجد فأبى وترك باب علي مفتوحاً فكان يدخل ويخرج منه وهو جنب وقال أيضاً أنبأنا عمر بن أحمد حدثنا عبداللّه بن أبي داود حدثنا يحيى بن حاتم العسكري حدثنا بشر بن مهران حدثنا شريك عن عثمان بن المغيرة عن زيد بن وهب عن عبداللّه بن مسعود قال انتهى إلينا رسول اللّه صلى اللّه عليه وسلم ذات ليلة ونحن في المسجد جماعة من الصحابة فينا أبو بكر وعمر وعثمان وحمزة وطلحة والزبير وجماعة من الصحابة بعد ما صليت العشاء فقال ما هذه الجماعة قالوا يا رسول اللّه قعنا نتحدث منا من يريد الصلاة ومنا من ينام فقال إن مسجدي لا ينام فيه انصرفوا إلى منازلكم ومن أراد الصلاة فليصل في منزله راشداً ومن لم يستطع فلينم فإن صلاة السر تضعف على صلاة العلانية فقمنا وفينا علي بن أبي طالب فقام معنا فأخذ بيد علي وقال أما أنت فإنه يحل لك في مسجدي ما يحل ويحرم عليك ما يحرم عليّ فقال له حمزة بن عبدالمطلب يا رسول اللّه أنا عمك وأنا أقرب إليك من عليّ قال صدقت يا عم إنه واللّه ما هو عني إنما عن اللّه عز وجل وقال أيضاً حدثنا عبداللّه بن محمد بن جعفر حدثنا علي بن الحسين حدثنا محمد بن يحيى القيدي حدثنا نصر بن مزاحم حدثنا عبداللّه بن مسلم الملائي عن أبيه عن جده عن علي قال لما أمر بسد الأبواب التي في المسجد خرج حمزة يجر قطيفة حمراء وعيناه تذرفان يبكي فقال ما أنا أخرجتك وما أنا أسكنته ولكن اللّه أسكنه. وقال أيضاً حدثنا أبو محمد بن حبان حدثنا أبو علي المالكي حدثنا لوين حدثنا ابن عيينة عمرو بن دينار عن أبي جعفر عن إبراهيم بن سعد عن أبيه قال كنا عند النبي صلى اللّه عليه وسلم فجاء علي فأخرجنا فتلاومنا فدخلنا فقال النبي صلى اللّه عليه وسلم ما أنا أخرجتكم وأدخلته بل اللّه أدخله وأخرجكم واللّه أعلم. (أنبأنا) محمد بن عبدالباقي البزار أنبأنا أبو محمد الجوهري أنبأنا عمر بن أحمد الواعظ حدثنا الحسن بن حبيب بن عبدالملك حدثنا فهد بن سليمان حدثنا عبداللّه بن صالح حدثنا الليث بن سعيد عن يحيى بن سعيد عن أنس أن رسول اللّه صلى اللّه عليه وسلم خطب الناس فقال سدوا هذه الأبواب الشارعة في المسجد إلا باب أبي بكر فقال الناس سد الأبواب كلها إلا باب خليله فقال إني رأيت على أبوابهم ظلمة ورأيت على باب أبي بكر نوراً فكانت الآخرة عليهم أظلم من الأولى قال الخطيب هذا وهم والليث روى صدره عن يحيى بن سعيد منقطعاً ورواه عن معاوية بن صالح منقطاً.‏",حدثنا محمد بن بشار أنبأنا محمد بن جعفر حدثنا عوف عن ميمون أبي عبداللّه عن زيد بن أرقم قال,كان لنفر من الصحابة أبواب شارعة في المسجد فقال رسول اللّه صلى اللّه عليه وسلم يوماً سدوا هذه الأبواب إلا باب علي فتكلم في ذلك الناس فقام فحمد اللّه وأثنى عليه ثم قال أما بعد فإني أمرت بسد هذه الأبواب غير باب علي فقال فيكم قائلكم واللّه ما سددت شيئاً ولا فتحته ولكني أمرت بشيء فاتبعته,,,non-authentic,كتاب المناقب
