No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
540,545- من مزح استخف به من كلام عمر -رضي الله عنه- ,,من مزح استخف به,من كلام عمر -رضي الله عنه- ,,non-authentic, باب الميم 
541,546- من نصح جاهلا عاداه ليس بحديث وقال الخليل بن أحمد لابن المثنى لا تردن على معجب خطئا فيستفيد منك علما ويتخذك عدوا ,,من نصح جاهلا عاداه,ليس بحديث وقال الخليل بن أحمد لابن المثنى لا تردن على معجب خطئا فيستفيد منك علما ويتخذك عدوا , ليس بحديث,non-authentic, باب الميم 
542,547- من وعظ أخاه سرا فقد نصحه وزانه ومن وعظه علانية فقد فضحه وشانه هو من كلام الشافعي -رضي الله تعالى عنه- الجد الحثيث ج:1 ص:238 ,,من وعظ أخاه سرا فقد نصحه وزانه ومن وعظه علانية فقد فضحه وشانه,هو من كلام الشافعي -رضي الله تعالى عنه- الجد الحثيث ج:1 ص:238 ,,non-authentic, باب الميم 
543_1,548- من وقي شر لقلقه وقبقبه وذبذبه فقد وقي جاء عن أبي رجاء العطاردي قال كان يقال إذا وقي الرجل شر لقلقه إلى آخره لكن في حديث أبي هريرة من وقاه الل شر ما بين لحييه وشر ما بين رجليه دخل الجنة ,,من وقي شر لقلقه وقبقبه وذبذبه فقد وقي, فقد وقي جاء عن أبي رجاء العطاردي قال كان يقال إذا وقي الرجل شر لقلقه إلى آخره لكن في حديث ,,non-authentic, باب الميم 
543_2,, أبي هريرة , من وقاه الل شر ما بين لحييه وشر ما بين رجليه دخل الجنة ,,,non-authentic, باب الميم 
544,549- من يخطب الحسناء يعط مهرها هو مثل وليس بحديث ,, من يخطب الحسناء يعط مهرها,هو مثل وليس بحديث ,ليس بحديث,non-authentic, باب الميم 
545,550- من تمام الحج ضرب الجمال هو من كلام الأعمش ولا أصل له في الحديث ,,من تمام الحج ضرب الجمال,هو من كلام الأعمش ولا أصل له في الحديث ,لا أصل له,non-authentic, باب الميم 
546,551- من حسن الموافقة المرافقة كذا أورده السخاوي وليس بحديث الجد الحثيث ج:1 ص:239 والمرافقة من الرفق قال الجد وأكثر ما يدور على الألسنة ,, من حسن الموافقة المرافقة,كذا أورده السخاوي وليس بحديث الجد الحثيث ج:1 ص:239 والمرافقة من الرفق قال الجد وأكثر ما يدور على الألسنة ,ليس بحديث,non-authentic, باب الميم 
547,552- من حسن المرافقة الموافقة أو من شرط المرافقة وهي من الرفقة وليس بحديث ,,من حسن المرافقة الموافقة أو من شرط المرافقة,وهي من الرفقة وليس بحديث ,ليس بحديث,non-authentic, باب الميم 
548,553- من علامة الساعة التدافع عن الإمامة قال السخاوي معناه ثابت ,, من علامة الساعة التدافع عن الإمامة,قال السخاوي معناه ثابت ,,non-authentic, باب الميم 
549,554- موتوا قبل أن تموتوا قال ابن حجر ليس بثابت ,, موتوا قبل أن تموتوا,قال ابن حجر ليس بثابت ,,non-authentic, باب الميم 
550,555- المؤمن إذا قال صدق وإذا قيل له صدق ليس بحديث ومعناه صحيح ,,المؤمن إذا قال صدق وإذا قيل له صدق,ليس بحديث ومعناه صحيح ,ليس بحديث,non-authentic, باب الميم 
551,556- المؤمن حلوي والكافر خمري بضم أولهما قال ابن حجر باطل لا أصل له الجد الحثيث ج:1 ص:240 ,,المؤمن حلوي والكافر خمري,بضم أولهما قال ابن حجر باطل لا أصل له الجد الحثيث ج:1 ص:240 ,باطل,non-authentic, باب الميم 
552,557- المؤمن سريع الغضب سريع الرجوع وأورده الغزالي بلفظ سريع الرضىقال العراقي في تخريجه لم أجده هكذا ,,المؤمن سريع الغضب سريع الرجوع,وأورده الغزالي بلفظ سريع الرضىقال العراقي في تخريجه لم أجده هكذا ,,non-authentic, باب الميم 
553,558- المؤمن ليس بحقود ذكره في الإحياء قال مخرجه ولم أقف له على أصل ويستأنس له كما قال الجد بحديث معاذ ,,المؤمن ليس بحقود,ذكره في الإحياء قال مخرجه ولم أقف له على أصل ويستأنس له كما قال الجد بحديث معاذ ,,non-authentic, باب الميم 
554,559- ليس من خلق المؤمن التملق ولا الحسد إلا في طلب العلم فإن الحسد مبدأ الحقد كما بينه صاحب الإحياء الجد الحثيث ج:1 ص:241 ,,ليس من خلق المؤمن التملق ولا الحسد إلا في طلب العلم,فإن الحسد مبدأ الحقد كما بينه صاحب الإحياء الجد الحثيث ج:1 ص:241 ,,non-authentic, باب الميم 
555,560- المؤمن مكفي بغيره بفتح الميم وكسر الكاف وتشديد الياء لم أقف عليه ,,المؤمن مكفي بغيره,بفتح الميم وكسر الكاف وتشديد الياء لم أقف عليه ,,non-authentic, باب الميم 
556,561- المؤمن ملقى والكافر موقى ليس بحديث قال السخاوي معناه صحيح وهو -كما قال الجد- بمعنى حديث حذيفة ,,المؤمن ملقى والكافر موقى,ليس بحديث قال السخاوي معناه صحيح وهو -كما قال الجد- بمعنى حديث حذيفة , ليس بحديث,non-authentic, باب الميم 
557,562- إن الله يتعاهد عبده المؤمن بالبلاء كما يتعاهد الوالد ولده بالخير الحديث ,,إن الله يتعاهد عبده المؤمن بالبلاء كما يتعاهد الوالد ولده بالخير,الحديث ,,non-authentic, باب الميم 
558_1,563- المؤمنون عند شروطهم جاء بلفظ المسلمون الجد الحثيث ج:1 ص:242  الجد الحثيث ج:1 ص:243 ,,المؤمنون عند شروطهم,جاء بلفظ المسلمون,,non-authentic, باب الميم 
558_2,,,المسلمون  عند شروطهم,الجد الحثيث ج:1 ص:242  الجد الحثيث ج:1 ص:243 ,,non-authentic, باب الميم 
559,564- النادر لا حكم له هو قاعدة لا حديث ومعناه أنه لا حكم له يخالف الغالب بل حكمه حكمه ,,النادر لا حكم له,هو قاعدة لا حديث ومعناه أنه لا حكم له يخالف الغالب بل حكمه حكمه ,,non-authentic, باب النون 
560,565- النار ولا العار هو مثل لا حديث ولعل معناه أن نار الدنيا خير من ركوب العار فيها لا ينافي ما مر عن الحسن -رضي الله تعالى عنه- العار ولا النار ,,النار ولا العار,هو مثل لا حديث ولعل معناه أن نار الدنيا خير من ركوب العار فيها لا ينافي ما مر عن الحسن -رضي الله تعالى عنه- العار ولا النار ,,non-authentic, باب النون 
561,566- الناس أعداء ما جهلوا من كلام ذي النون المصري وتمامه وحساد ما منعوا ومن جهل قدره هتك ستره وفي التنزيل وَإِذْ لَمْ يَهْتَدُوا بِهِ فَسَيَقُولونَ هّذا إِفْكٌ قَدِيمٌ الأحقاف11 ,, الناس أعداء ما جهلوا,من كلام ذي النون المصري وتمامه وحساد ما منعوا ومن جهل قدره هتك ستره وفي التنزيل وَإِذْ لَمْ يَهْتَدُوا بِهِ فَسَيَقُولونَ هّذا إِفْكٌ قَدِيمٌ الأحقاف11 ,,non-authentic, باب النون 
562,567- الناس بلاء الناس قال الجد لم أقف عليه في الحديث وفي معناه قوله تعالى وَجَعَلْنا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً الفرقان20 ,,الناس بلاء الناس,قال الجد لم أقف عليه في الحديث وفي معناه قوله تعالى وَجَعَلْنا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً الفرقان20 ,,non-authentic, باب النون 
563,568- الناس بالناس والكل بالله ليس بحديث ويغني عنه الجد الحثيث ج:1 ص:244 سَنَشُدُّ عَضُدَكَ بِأَخِيكَ القصص35 وهو في معنى حديث ,,الناس بالناس والكل بالله,ليس بحديث ويغني عنه الجد الحثيث ج:1 ص:244 سَنَشُدُّ عَضُدَكَ بِأَخِيكَ القصص35 وهو في معنى حديث , ليس بحديث,non-authentic, باب النون 
564,569- المرء كثير بأخيه,, المرء كثير بأخيه,,,non-authentic, باب النون 
565,570- الناس على دين ملكهم -أو ملوكهم- ليس بحديث وفي معناه قول عمر بن عبد العزيز إنما السلطان سوق فما راج عنده حمل إليه ,,الناس على دين ملكهم -أو ملوكهم,ليس بحديث وفي معناه قول عمر بن عبد العزيز إنما السلطان سوق فما راج عنده حمل إليه ,ليس بحديث,non-authentic, باب النون 
566,571- الناس مجزيون بأعمالهم إن خيرا فخير وإن شرا فشر أخرجه ابن جرير عن ابن عباس -رضي الله تعالى عنهما- موقوفا عليه ,,الناس مجزيون بأعمالهم إن خيرا فخير وإن شرا فشر,أخرجه ابن جرير عن ابن عباس -رضي الله تعالى عنهما- موقوفا عليه ,,non-authentic, باب النون 
567,572- الناس مؤتمنون على أنسابهم هو من قول مالك أو غيره وليس في المرفوع الجد الحثيث ج:1 ص:245 ,,الناس مؤتمنون على أنسابهم,هو من قول مالك أو غيره وليس في المرفوع الجد الحثيث ج:1 ص:245 ,,non-authentic, باب النون 
568,573- الناس نيام فإذا ماتوا انتبهوا أخرجه ابن عساكر عن علي موقوفا ,, الناس نيام فإذا ماتوا انتبهوا,أخرجه ابن عساكر عن علي موقوفا ,,non-authentic, باب النون 
569,574- الناقد بصير من كلام عبد الله بن المبارك ,,الناقد بصير,من كلام عبد الله بن المبارك ,,non-authentic, باب النون 
570,575- نبذ القمل يورث النسيان لا يعرف ,,نبذ القمل يورث النسيان,لا يعرف ,,non-authentic, باب النون 
571,576- النبي لا يؤلف تحت الأرض لا أصل له ولا يصح شيء في تعيين القيامة نعم للسيوطي جزء سماه الجد الحثيث ج:1 ص:246 الكشف عن مجاوزة هذه الأمة الألف ,,النبي لا يؤلف تحت الأرض,لا أصل له ولا يصح شيء في تعيين القيامة نعم للسيوطي جزء سماه الجد الحثيث ج:1 ص:246 الكشف عن مجاوزة هذه الأمة الألف ,لا أصل له,non-authentic, باب النون 
572,577- النبي وصاحباه هو مثل يضرب للتعاضد لا حديث ولا أثر ,,النبي وصاحباه,هو مثل يضرب للتعاضد لا حديث ولا أثر ,,non-authentic, باب النون 
573,578- النساء ينصر بعضهن بعضا قاله عكرمة ,, النساء ينصر بعضهن بعضا,قاله عكرمة ,,non-authentic, باب النون 
574,579- النسيان طبع الإنسان لا يعرف بهذا لكن في الحديث المؤمن نساء إذا ذكر تذكر الجد الحثيث ج:1 ص:247 ,,النسيان طبع الإنسان,لا يعرف بهذا لكن في الحديث المؤمن نساء إذا ذكر تذكر الجد الحثيث ج:1 ص:247 ,,non-authentic, باب النون 
575,580- نصرة الله للعبد خير من نصرته لنفسه عن وهيب بن الورد قال بلغني أنه مكتوب في التوراة ابن آدم إذا ظلمت فاصبر وارض بنصرتي فإن نصرتي لك خير من نصرتك لنفسك ,,نصرة الله للعبد خير من نصرته لنفسه,عن وهيب بن الورد قال بلغني أنه مكتوب في التوراة ابن آدم إذا ظلمت فاصبر وارض بنصرتي فإن نصرتي لك خير من نصرتك لنفسك ,,non-authentic, باب النون 
576,581- نعم الأمير إذا كان بباب الفقير وبئس الفقير إذا كان بباب الأمير لم يرد بهذا نعم في الحديث ,,نعم الأمير إذا كان بباب الفقير وبئس الفقير إذا كان بباب الأمير,لم يرد بهذا نعم في الحديث ,,non-authentic, باب النون 
577,582- إن الله يحب الأمراء إذا خالطوا العلماء ويمقت العلماء إذا خالطوا الأمراء لأن العلماء إذا خالطوا الأمراء رغبوا في الدنيا وإذا خالطهم الأمراء رغبوا في الآخرة,, إن الله يحب الأمراء إذا خالطوا العلماء ويمقت العلماء إذا خالطوا الأمراء لأن العلماء إذا خالطوا الأمراء رغبوا في الدنيا وإذا خالطهم الأمراء رغبوا في الآخرة,,,non-authentic, باب النون 
578,583- نعم الدواء الأرز صحيح سليم من كل داء أخرجه الجد الحثيث ج:1 ص:248 الديلمي من حديث أنس ولا يصح فيه شيء ,,نعم الدواء الأرز صحيح سليم من كل داء,أخرجه الجد الحثيث ج:1 ص:248 الديلمي من حديث أنس ولا يصح فيه شيء ,,non-authentic, باب النون 
579,584- نعم الصهر القبر قال بعض العلماء لم أظفر به بعد التفتيش وعند الديلمي بلا سند عن ابن عباس مرفوعا ,,نعم الصهر القبر,قال بعض العلماء لم أظفر به بعد التفتيش وعند الديلمي بلا سند عن ابن عباس مرفوعا ,,non-authentic, باب النون 
580_1,585- نعم الكفؤ القبر للجارية وجاء عن ابن عباس موقوفا بلفظ نعم الأختان القبور ,,نعم الكفؤ القبر للجارية,,,non-authentic, باب النون 
580_2,,وجاء عن ابن عباس موقوفا بلفظ, نعم الأختان القبور,,,non-authentic, باب النون 
581,586- نقصان عقل السودان هو أمر شائع قالالجد ولم أقف على أصله في الأثر إلا فيما أخرجه أبو نعيم عن الربيع قال سمعت الشافعي يقول ما نقص من أثمان السودان إلا لنقص عقولهم لولا ذلك لكان لونا من الألوان من الناس من يشتهيه ويفضله على غيره الجد الحثيث ج:1 ص:249 ,, نقصان عقل السودان,هو أمر شائع قالالجد ولم أقف على أصله في الأثر إلا فيما أخرجه أبو نعيم عن الربيع قال سمعت الشافعي يقول ما نقص من أثمان السودان إلا لنقص عقولهم لولا ذلك لكان لونا من الألوان من الناس من يشتهيه ويفضله على غيره الجد الحثيث ج:1 ص:249 ,,non-authentic, باب النون 
582,587- هذا الأمر بيّت بليل وقع في كلام أبي جهل في قصة الصحيفة ثم سارت مثلا أو كانت مثلا فجرت على لسانه ,,هذا الأمر بيّت بليل,وقع في كلام أبي جهل في قصة الصحيفة ثم سارت مثلا أو كانت مثلا فجرت على لسانه ,,non-authentic, باب الهاء 
583,588- هذا ورع مظلم كلام يجري مجرى المثل وليس له أصل في المرفوع وحكى ابن عقيل عن القاضي أنه روى عن أحمد منع الكتب من محبرة غيره بغير إذنه قال وفي رواية أنه قال لمن استأذنه -أي في الكتابة من محبرته- هذا ورع مظلم قال فحملنا الأول على كتب يطول والثاني على غمسة قلم لكتب كلمة أو في حق من يبسط إليه ويأذن له حكما وعرفا ,, هذا ورع مظلم,كلام يجري مجرى المثل وليس له أصل في المرفوع وحكى ابن عقيل عن القاضي أنه روى عن أحمد منع الكتب من محبرة غيره بغير إذنه قال وفي رواية أنه قال لمن استأذنه -أي في الكتابة من محبرته- هذا ورع مظلم قال فحملنا الأول على كتب يطول والثاني على غمسة قلم لكتب كلمة أو في حق من يبسط إليه ويأذن له حكما وعرفا ,,non-authentic, باب الهاء 
584,589- الهدية لمن حضر ليس بحديث الجد الحثيث ج:1 ص:250 ,,الهدية لمن حضر,ليس بحديث الجد الحثيث ج:1 ص:250 ,ليس بحديث,non-authentic, باب الهاء 
585_1,590- هنيئا لك عصفور من عصافير الجنة من كلام عائشة ففي مسلم عنها قالت توفي صبي من الأنصار فقلت طوبى له عصفور من عصافير الجنة فقال النبي أو غير ذلك إن الله خلق للجنة أهلا خلقهم لها وهم في أصلاب آبائهم وخلق للنار أهلا خلقها لهم وهم في أصلاب آبائهم وهو محمول على أنه نهاها عن القطع وغير ذلك ,,هنيئا لك عصفور من عصافير الجنة,من كلام عائشة ففي مسلم عنها قالت,,non-authentic, باب الهاء 
585_2,,,توفي صبي من الأنصار فقلت طوبى له عصفور من عصافير الجنة فقال النبي أو غير ذلك إن الله خلق للجنة أهلا خلقهم لها وهم في أصلاب آبائهم وخلق للنار أهلا خلقها لهم وهم في أصلاب آبائهم وهو محمول على أنه نهاها عن القطع وغير ذلك ,,,authentic, باب الهاء 
586,591- هو في الحق يقال عن المحتضر ومعناه صحيح ففي الصحيح الموت حق الجد الحثيث ج:1 ص:251 ,,هو في الحق,يقال عن المحتضر ومعناه صحيح ففي الصحيح الموت حق الجد الحثيث ج:1 ص:251 ,,non-authentic, باب الهاء 
587,592- الورد خلق من عرق النبي لا أصل له ,,الورد خلق من عرق النبي,لا أصل له ,لا أصل له ,non-authentic, باب الواو 
588,593- وضع الحناء في القبر مع الميت كثير من الناس يعتاده قال الجد وهو خلاف السنة ولعل أول من فعل ذلك أو حسنه للناس اعتمد على ما أخرجه ابن عساكر عن معروف الخياط عن واثلة عليكم بالحناء فإنه ينور رؤوسكم ويطهر قلوبكم ويزيد في الجماع وهو شاهد في القبر قال السيوطي ومعروف منكر الحديث جدا قال الجد ولو ثبت فلا دليل فيه لأن المراد أن خضاب الشيب بالحناء عمل شاهد لمتعاطيه في القبر ,,وضع الحناء في القبر مع الميت,كثير من الناس يعتاده قال الجد وهو خلاف السنة ولعل أول من فعل ذلك أو حسنه للناس اعتمد على ما أخرجه ابن عساكر عن معروف الخياط عن واثلة عليكم بالحناء فإنه ينور رؤوسكم ويطهر قلوبكم ويزيد في الجماع وهو شاهد في القبر قال السيوطي ومعروف منكر الحديث جدا قال الجد ولو ثبت فلا دليل فيه لأن المراد أن خضاب الشيب بالحناء عمل شاهد لمتعاطيه في القبر ,,non-authentic, باب الواو 
589,594- وضع المرأة كمها على رأسها إذا ما صادفها الرجل جاء عن عمر في قوله تعالى فَجَاءَتْهُ إِحْدَاهُمَا تَمْشي عَلَى اسْتِحْيَاءٍ القصص25 قال مستترة بدرعها -أو بكم قميصها- الجد الحثيث ج:1 ص:252 ,,وضع المرأة كمها على رأسها إذا ما صادفها الرجل,جاء عن عمر في قوله تعالى فَجَاءَتْهُ إِحْدَاهُمَا تَمْشي عَلَى اسْتِحْيَاءٍ القصص25 قال مستترة بدرعها -أو بكم قميصها- الجد الحثيث ج:1 ص:252 ,,non-authentic, باب الواو 
590,595- الوقت كالسيف إن لم تقطعه قطعك ليس بحديث بل من كلام بعض الحكماء ,,الوقت كالسيف إن لم تقطعه قطعك,ليس بحديث بل من كلام بعض الحكماء ,,non-authentic, باب الواو 
591,596- الولد سر أبيه لا أصل له ,,الولد سر أبيه,لا أصل له ,لا أصل له ,non-authentic, باب الواو 
592,597- ولدت في زمن الملك العادل كسرى نقل الحافظ ابن رجب عن الشيخ أبي عمرو بن قدامة أنه قال جاء في الحديث أن النبي قال وذكره ولا يصح لانقطاع سنده بل الزركشي إنه كذب باطل وجاء عن بعض الصالحين أنه رأى النبي في المنام فقال يا رسول الله بلغني أنك ولدت في زمن الملك العادل كسرى وإني سألت الحكم أبا عبد الله الحافظ عن هذا فقال هذا كذب لم يقله رسول الله فقال النبي صدق أبو عبد الله وقال الحليمي إنه لا يصح ولا يجوز أن يسمي رسول الله من يحكم بغير حكم الله عادلا الجد الحثيث ج:1 ص:253 ,,ولدت في زمن الملك العادل كسرى,نقل الحافظ ابن رجب عن الشيخ أبي عمرو بن قدامة أنه قال جاء في الحديث أن النبي قال وذكره ولا يصح لانقطاع سنده بل الزركشي إنه كذب باطل وجاء عن بعض الصالحين أنه رأى النبي في المنام فقال يا رسول الله بلغني أنك ولدت في زمن الملك العادل كسرى وإني سألت الحكم أبا عبد الله الحافظ عن هذا فقال هذا كذب لم يقله رسول الله فقال النبي صدق أبو عبد الله وقال الحليمي إنه لا يصح ولا يجوز أن يسمي رسول الله من يحكم بغير حكم الله عادلا الجد الحثيث ج:1 ص:253 ,,non-authentic, باب الواو 
593,598- لا أدري نصف العلم من كلام الشعبي ,,لا أدري نصف العلم,من كلام الشعبي ,,non-authentic, باب لام ألف 
594,599- لا بأس بالذواق عند المشتري ليس بحديث ,,لا بأس بالذواق عند المشتري,ليس بحديث ,ليس بحديث ,non-authentic, باب لام ألف 
595,600- لا تتمارضوا فتمرضوا ولا تحفروا قبوركم فتموتوا ورد في السنة في الجملة وإن أنكر الجد الحثيث ج:1 ص:254 وأما الزيادات الدائرة على الألسن فتموتوا فتدخلوا النار فلا أصل لها أصلا ,,لا تتمارضوا فتمرضوا ولا تحفروا قبوركم فتموتوا,ورد في السنة في الجملة وإن أنكر الجد الحثيث ج:1 ص:254 وأما الزيادات الدائرة على الألسن فتموتوا فتدخلوا النار فلا أصل لها أصلا ,,non-authentic, باب لام ألف 
596,601- لا تحوجوا أمتي إلى الكفر فيكفروا يدور على ألسنة العوام ولا أصل له في الحديث ,,لا تحوجوا أمتي إلى الكفر فيكفروا,يدور على ألسنة العوام ولا أصل له في الحديث ,,non-authentic, باب لام ألف 
597,602- لا تسافروا في محاق الشهر ولا إذا كان القمر في العقرب من كلام علي -رضي الله عنه- ,,لا تسافروا في محاق الشهر ولا إذا كان القمر في العقرب,من كلام علي -رضي الله عنه- ,,non-authentic, باب لام ألف 
598,603- لا تسيدوني في الصلاة لا أصل له ,,لا تسيدوني في الصلاة,لا أصل له ,لا أصل له ,non-authentic, باب لام ألف 
599_1,604- لا تسعروا هذا اللفظ لم يرد الجد الحثيث ج:1 ص:255 لكن في حديث أنس الصحيح قال قال الناس يا رسول الله غلا السعر فسعر لنا فقال إن الله هو المسعرالحديث وفي الباب غيره ,,لا تسعروا هذا اللفظ,هذا اللفظ لم يرد الجد الحثيث ج:1 ص:255 لكن في حديث أنس الصحيح قال,,non-authentic, باب لام ألف 
599_2,,, قال الناس يا رسول الله غلا السعر فسعر لنا فقال إن الله هو المسعر,الحديث وفي الباب غيره ,,authentic, باب لام ألف 
600,605- لا تشكره فقد تحتاج ألى مذمته هو مثل لا حديث ومعناه النهي عن المبادرة إلى الشكر أو الإطراء فيه فربما يتبين خلافه فتحتاج إلى المذمة ,,لا تشكره فقد تحتاج ألى مذمته,هو مثل لا حديث ومعناه النهي عن المبادرة إلى الشكر أو الإطراء فيه فربما يتبين خلافه فتحتاج إلى المذمة ,,non-authentic, باب لام ألف 
601,606- لا تحدثوا بالحكمة غير أهلها فتظلموها ولا تمنعوها أهلها فتظلموها هو من كلام عيسى -عليه الصلاة والسلام- ,,لا تحدثوا بالحكمة غير أهلها فتظلموها ولا تمنعوها أهلها فتظلموها,هو من كلام عيسى -عليه الصلاة والسلام- ,,non-authentic, باب لام ألف 
602,607- لا تعد من لا يعودك من كلام ابن وهب وقال الإمام أحمد لابنه -وقد قال له إن جارنا مرض أفلا نعوده- ما عادني فنعوده الجد الحثيث ج:1 ص:256 وهذا محمول منهم على التأديب والتقويم لا المكافأة وإلا ففي السنة ما يعارضه كما يعلم بمراجعة الأصل ,,لا تعد من لا يعودك,من كلام ابن وهب وقال الإمام أحمد لابنه -وقد قال له إن جارنا مرض أفلا نعوده- ما عادني فنعوده الجد الحثيث ج:1 ص:256 وهذا محمول منهم على التأديب والتقويم لا المكافأة وإلا ففي السنة ما يعارضه كما يعلم بمراجعة الأصل ,,non-authentic, باب لام ألف 
603,608- لا تكرهوا الفتن فإن فيها حصاد المنافقين قال الربيع سمعت ابن وهب -وقيل له- إن فلانا حدث عنك عن النبي لا تكرهوا الفتن فإن فيها حصاد المنافقين فقال ابن وهب أعماه الله إن كان كذب قال الربيع فأخبرني أحمد بن عبد الرحمن أن الرجل عمي وحديث ,,لا تكرهوا الفتن فإن فيها حصاد المنافقين ,قال الربيع سمعت ابن وهب -وقيل له- إن فلانا حدث عنك عن النبي لا تكرهوا الفتن فإن فيها حصاد المنافقين فقال ابن وهب أعماه الله إن كان كذب قال الربيع فأخبرني أحمد بن عبد الرحمن أن الرجل عمي وحديث ,,non-authentic, باب لام ألف 
604,609- لا تستعيذوا بالله من الفتن فإنها حصاد المنافقين قال ابن تيمية إنه باطل وممن أنكره ابن حجر والسخاوي ,,لا تستعيذوا بالله من الفتن فإنها حصاد المنافقين,قال ابن تيمية إنه باطل وممن أنكره ابن حجر والسخاوي ,باطل,non-authentic, باب لام ألف 
605,610- لا تكرهوا الفتنة في آخر الزمان فإنها تبير المنافقين روي من حديث علي وأنكره ابن حجر الجد الحثيث ج:1 ص:257 ,,لا تكرهوا الفتنة في آخر الزمان فإنها تبير المنافقين,روي من حديث علي وأنكره ابن حجر الجد الحثيث ج:1 ص:257 ,,non-authentic, باب لام ألف 
606,611- لا تكن حلوا فتبلع ولا مرا فتلفظ هو من حكم لقمان ,,لا تكن حلوا فتبلع ولا مرا فتلفظ,هو من حكم لقمان ,,non-authentic, باب لام ألف 
607_1,612- لا تلد الحية إلا حوية هو مثل لا حديث وفي التنزيل وَلا يَلِدُوا إِلاّ فَاجِراً كَفَّاراً نوح27 من كلام عائشة -رضي الله عنها- وفي كلام عمر -رضي الله عنه- لا جديد لمن لا يلبس الخلق ,,لا تلد الحية إلا حوية, هو مثل لا حديث وفي التنزيل وَلا يَلِدُوا إِلاّ فَاجِراً كَفَّاراً نوح27 من كلام عائشة -رضي الله عنها- وفي كلام عمر -رضي الله عنه- ,,non-authentic, باب لام ألف 
607_2,,, لا جديد لمن لا يلبس الخلق ,,,non-authentic, باب لام ألف 
608_1,614- لا رهبانية في الإسلام قال ابن حجر لم أره بهذا لكن في حديث سعد بن أبي وقاص عند البيهقي إن الله أبدلنا بالرهبانية الحنيفية السمحة ,,لا رهبانية في الإسلام , قال ابن حجر لم أره بهذا لكن في حديث ,,non-authentic, باب لام ألف 
608_2,, سعد بن أبي وقاص عند البيهقي, إن الله أبدلنا بالرهبانية الحنيفية السمحة,,,non-authentic, باب لام ألف 
609,615- لا سلام على أكل ليس بحديث الجد الحثيث ج:1 ص:258 ,,لا سلام على أكل,ليس بحديث الجد الحثيث ج:1 ص:258 ,ليس بحديث,non-authentic, باب لام ألف 
610,616- لا سيف إلا ذو الفقار ولا فتى إلا علي جاء بسند واه عن أبي جعفر محمد بن علي الباقر قال نادى ملك من السماء يوم بدر لا سيففذكره ,,لا سيف إلا ذو الفقار ولا فتى إلا علي,جاء بسند واه عن أبي جعفر محمد بن علي الباقر قال نادى ملك من السماء يوم بدر لا سيففذكره ,,non-authentic, باب لام ألف 
611,617- لا عذر لمن أقر قال ابن حجر لا أصل له وليس معناه صحيحا على إطلاقه ,,لا عذر لمن أقر,قال ابن حجر لا أصل له وليس معناه صحيحا على إطلاقه , لا أصل له,non-authentic, باب لام ألف 
612,618- لا يتعلم العلم مستحي ولا متكبر من كلام مجاهد ,,لا يتعلم العلم مستحي ولا متكبر,من كلام مجاهد ,,non-authentic, باب لام ألف 
613,619- لا يخلو جسد من حسد في معناه ,,لا يخلو جسد من حسد,في معناه ,,non-authentic, باب لام ألف 
614,620- كل بني آدم حسود الحديث الجد الحثيث ج:1 ص:259 ,,كل بني آدم حسود,الحديث الجد الحثيث ج:1 ص:259 ,,non-authentic, باب لام ألف 
615,621- لا يدخل الجنة ولد زنية قال ابن طاهر وابن الجوزي موضوع ,,لا يدخل الجنة ولد زنية,قال ابن طاهر وابن الجوزي موضوع ,موضوع,non-authentic, باب لام ألف 
616,622- لا يشوش قارئكم على مصليكم لا يعرف بهذا اللفظ ,,لا يشوش قارئكم على مصليكم,لا يعرف بهذا اللفظ ,,non-authentic, باب لام ألف 
617,623- لا يعد من العمر إلا أيام الخير ليس بحديث ,,لا يعد من العمر إلا أيام الخير,ليس بحديث ,ليس بحديث ,non-authentic, باب لام ألف 
618,624- لا يعذب الله بمسئلة اختلف فيها ,,لا يعذب الله بمسئلة اختلف فيها,,,non-authentic, باب لام ألف 
619,625- لا يعذب الله بمسئلة قال بها عالم ليس بحديث الجد الحثيث ج:1 ص:260 ,,لا يعذب الله بمسئلة قال بها عالم,ليس بحديث الجد الحثيث ج:1 ص:260 ,ليس بحديث,non-authentic, باب لام ألف 
620,626- يا ابن آدم بعد الموت يأتيك الخبر هو من كلام أبي حازم وعن علي القبر صندوق العمل وعند الموت يأتيك الخبر ,,يا ابن آدم بعد الموت يأتيك الخبر,هو من كلام أبي حازم وعن علي القبر صندوق العمل وعند الموت يأتيك الخبر ,,non-authentic, باب الياء 
621_1,627- اليأس إحدى الراحتين أخرج أحمد -رضي الله عنه- قال قال عمر في خطبته تعلمون أن الطمع فقر وأن اليأس غنى وإن الرجل إذا آيس من شيء استغنى عنه ,,اليأس إحدى الراحتين,,,non-authentic, باب الياء 
621_2,,أخرج أحمد -رضي الله عنه- قال, قال عمر في خطبته تعلمون أن الطمع فقر وأن اليأس غنى وإن الرجل إذا آيس من شيء استغنى عنه,,,non-authentic, باب الياء 
622,628- يا سارية الجبل من كلام عمر في القصة المشهورة ,, من كلام عمر في القصة المشهورة,من كلام عمر في القصة المشهورة ,,non-authentic, باب الياء 
