No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
489_1,"(محمد بن عكاشة ) عن الضنر بنب سهل عن إسرائيل عن أبي المخارق عن البراء ابن عازب مرفوعاً إن اللّه ليعدب العبد على أكل الطين لما غير من جسمه ابن عكاشة يضع. (قلت)بقي له طرق قال أبو نعيم في الطب من طريق آدم بن أبي أياس عن إسماعيل ابن عياش عن شرحبيل عن أبي مسلم الخولاني عن أبي الدرداء مرفوعاً لا يأكل الطين الحر فمن أكله حاسبه اللَّه تعالى بما نقص من لونه ومن طريق يزيد بن هارون عن ابن سيرين عن أبي هريرة مرفوعاً، إثم آكل الطين الحر كإثم شارب الخمر فمن أكله فكأنما قتل نفسه بيده فلا تأكلوه فإن أكله مضر في الدنيا ندامة في الدنيا وفي الأخرة وقال الديلمي أنبأنا الحداد أنبأنا أبو نعيم حدثنا أحمد بن بندار حدثنا عبيد اللّه بن محمد بن مصعب القرشي الهمداني حدثنا عمر بن شبة حدثنا إبراهيم ابن بكر عن أبي عاصم العبداني عن أبان عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم أكل الطين حرام على كل مسلم وقال أبونعيم حدثنا الحسين بن محمد بن علي حدثنا علي بن الحسين خالد بن عبداللّه الواسطي عن سهيل بن أبي صالح عن أبيه عن أبي هريرة رفعه، من غسل رأسه بالطين فكأنما غسله بلحمه ومن أكل الطين فقد أكل لحمه وقال البهيقي في سننه أنبأنا أبو محمد عبداللّه بن عبدالرحمن بن محمد بن إبراهيم الجرشي انيسابوري أنبأنا أبو علي حامد بن محمد بن عبداللّه الهروي الرفا حدثنا عثمان بن سعيد حدثنا سليمان بن عبدالرحمن الدمشقي أبو أيوب حدثنا عبداللّه بن مروان وزعم أنه ثقة دمشقي عن ابن جريج عن عطاء عن ابن عباس رفوعاً من انهمك في أكل الطين فقد أعان على قتل نفسه وقال عبداللّه مجهول وأخرج الطريثيثي من طريق عبدالحميد عن مكحول يرفعه، من ولع بأكل الطين جعل اللّه في بطنه ناراً حتى يعظم قبل القضاء بين خلقه، وأخرج من طريق الفضل بن فضالة حدثنا الحسن ابن علي عن هشام بن سالم عن أبي عبداللّه جعفر بن محمد أن اللّه تعالى خلق آدم من طين فحرم أكل الطين على ذريته قال وأنشدني ابن نيار قال أنشدني علي بن الحسين لنفسه رحمة اللّه تعالى: دع الطين يا مفسداً مذهبي فقد صد عنه حديث النبي من الطين ربي برا آدم فآكله آكل للأب وقال أبو القاسم عبدالرحمن بن الإمام أبي عبداللّه بن منده أنبأنا أبو القاسم علي ابن أحمد بن مهران الصحاف حدثنا أبو محمد عبداللّه بن خالد بن محمد حدثنا أبو بكر محمد بن عبداللّه بن المؤنق حدثنا عبداللّه بن محمد بن زكريا حدثنا محمد ابن معاوية حدثنا سهل بن سليمان حدثنا محمد بن عبداللّه عن هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم يا حميراء لا تأكلي الطين فإنه يغير اللون ويعظم البطن ويعين على القتل، قال ابن منده رواه عبدالرحيم بن واقد عن عمير ابن وهب العتكي الواسطي عن هشام بن عروة نحوه وقال. أنبأنا الفضل بن عبدالصمد بن محمد العاصمي حدثنا إبراهيم بن محمد البخي حدثنا جبير بن ثور بن عثمان بن فهد حدثنا يحيى بن خالد الملهبي حدثنا معروف بن حسان عن زياد هو الأعلم عنهشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم يا حميراء لا تأكلي الطين فإنه يصفر اللون ويورث الداء ويعظم البطن وقال أنبأنا أبو الشيخ حدثنا إرباهيم بن محمد بن الحسن حدثنا سعيد بن عمرو حدثنا بقية عن مجد بن بشر عن أبي حفص عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم يا حميراء لا تأكلي الطين فإنه يعظم البطن ويعين على القتل وقال أنبأنا أحمد بن محمد بن أحمد بن جعفر حدثنا عبداللّه ابن محمد حدثنا أبو العباس الهروي حدثنا أحمد بن عبيد بن داود الصدفي بمصر حدثنا محمد بجير حدثنا يحيى بن يزيد عن عوف عن أبي جميلة عن محمد ابن سيرين قال سمعت أبا هريرة يقول قال رسول اللّه صلى اللّه عليه وسلم من أكل الطين صباحاً ومساء قسا قلبه وقل ورعه وجمدت دمعته.",محمد بن عكاشة ) عن الضنر بنب سهل عن إسرائيل عن أبي المخارق عن البراء ابن عازب مرفوعاً , إن اللّه ليعدب العبد على أكل الطين لما غير من جسمه, ابن عكاشة يضع. (قلت)بقي له طرق,,non-authentic,‏كتاب الأطعمة,
489_2,, قال أبو نعيم في الطب من طريق آدم بن أبي أياس عن إسماعيل ابن عياش عن شرحبيل عن أبي مسلم الخولاني عن أبي الدرداء مرفوعاً , لا يأكل الطين الحر فمن أكله حاسبه اللَّه تعالى بما نقص من لونه,,,non-authentic,‏كتاب الأطعمة,
489_3,, ومن طريق يزيد بن هارون عن ابن سيرين عن أبي هريرة مرفوعاً, إثم آكل الطين الحر كإثم شارب الخمر فمن أكله فكأنما قتل نفسه بيده فلا تأكلوه فإن أكله مضر في الدنيا ندامة في الدنيا وفي الأخرة ,,,non-authentic,‏كتاب الأطعمة,
489_4,, وقال الديلمي أنبأنا الحداد أنبأنا أبو نعيم حدثنا أحمد بن بندار حدثنا عبيد اللّه بن محمد بن مصعب القرشي الهمداني حدثنا عمر بن شبة حدثنا إبراهيم ابن بكر عن أبي عاصم العبداني عن أبان عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم, أكل الطين حرام على كل مسلم,,,non-authentic,‏كتاب الأطعمة,
489_5,, وقال أبونعيم حدثنا الحسين بن محمد بن علي حدثنا علي بن الحسين خالد بن عبداللّه الواسطي عن سهيل بن أبي صالح عن أبيه عن أبي هريرة رفعه,من غسل رأسه بالطين فكأنما غسله بلحمه ومن أكل الطين فقد أكل لحمه,,,non-authentic,‏كتاب الأطعمة,
489_6,, وقال البهيقي في سننه أنبأنا أبو محمد عبداللّه بن عبدالرحمن بن محمد بن إبراهيم الجرشي انيسابوري أنبأنا أبو علي حامد بن محمد بن عبداللّه الهروي الرفا حدثنا عثمان بن سعيد حدثنا سليمان بن عبدالرحمن الدمشقي أبو أيوب حدثنا عبداللّه بن مروان وزعم أنه ثقة دمشقي عن ابن جريج عن عطاء عن ابن عباس رفوعاً, من انهمك في أكل الطين فقد أعان على قتل نفسه, وقال عبداللّه مجهول ,,non-authentic,‏كتاب الأطعمة,
489_7,," وأخرج الطريثيثي من طريق عبدالحميد عن مكحول يرفعه،"," من ولع بأكل الطين جعل اللّه في بطنه ناراً حتى يعظم قبل القضاء بين خلقه،",,,non-authentic,‏كتاب الأطعمة,
489_8,,وأخرج من طريق الفضل بن فضالة حدثنا الحسن ابن علي عن هشام بن سالم عن أبي عبداللّه جعفر بن محمد , أن اللّه تعالى خلق آدم من طين فحرم أكل الطين على ذريته, قال وأنشدني ابن نيار قال أنشدني علي بن الحسين لنفسه رحمة اللّه تعالى: دع الطين يا مفسداً مذهبي فقد صد عنه حديث النبي من الطين ربي برا آدم فآكله آكل للأب,,non-authentic,‏كتاب الأطعمة,
489_9,, وقال أبو القاسم عبدالرحمن بن الإمام أبي عبداللّه بن منده أنبأنا أبو القاسم علي ابن أحمد بن مهران الصحاف حدثنا أبو محمد عبداللّه بن خالد بن محمد حدثنا أبو بكر محمد بن عبداللّه بن المؤنق حدثنا عبداللّه بن محمد بن زكريا حدثنا محمد ابن معاوية حدثنا سهل بن سليمان حدثنا محمد بن عبداللّه عن هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, يا حميراء لا تأكلي الطين فإنه يغير اللون ويعظم البطن ويعين على القتل,,,non-authentic,‏كتاب الأطعمة,
489_10,, قال ابن منده رواه عبدالرحيم بن واقد عن عمير ابن وهب العتكي الواسطي عن هشام بن عروة ,, نحوه وقال,,non-authentic,‏كتاب الأطعمة,
489_11,,. أنبأنا الفضل بن عبدالصمد بن محمد العاصمي حدثنا إبراهيم بن محمد البخي حدثنا جبير بن ثور بن عثمان بن فهد حدثنا يحيى بن خالد الملهبي حدثنا معروف بن حسان عن زياد هو الأعلم عنهشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, يا حميراء لا تأكلي الطين فإنه يصفر اللون ويورث الداء ويعظم البطن,,,non-authentic,‏كتاب الأطعمة,
489_12,, وقال أنبأنا أبو الشيخ حدثنا إرباهيم بن محمد بن الحسن حدثنا سعيد بن عمرو حدثنا بقية عن مجد بن بشر عن أبي حفص عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, يا حميراء لا تأكلي الطين فإنه يعظم البطن ويعين على القتل,,,non-authentic,‏كتاب الأطعمة,
489_13,,وقال أنبأنا أحمد بن محمد بن أحمد بن جعفر حدثنا عبداللّه ابن محمد حدثنا أبو العباس الهروي حدثنا أحمد بن عبيد بن داود الصدفي بمصر حدثنا محمد بجير حدثنا يحيى بن يزيد عن عوف عن أبي جميلة عن محمد ابن سيرين قال سمعت أبا هريرة يقول قال رسول اللّه صلى اللّه عليه وسلم, من أكل الطين صباحاً ومساء قسا قلبه وقل ورعه وجمدت دمعته,,,non-authentic,‏كتاب الأطعمة,
490_1,وقال أنبأنا محمد بن إبراهيم بن أحمد الفارسي باسفرائن حدثنا أبو الحسن علي بن أحمد الجرجاني المحتسب أخبرني عبداللّه بن محمد بن حبيب المرزوني حدثنا عبداللّه بن حماد الآملي حدثنا محمد بن عبدالعزيز الرملي (ح) وأنبأنا محمد بن عبدالرزاق أنبأنا جدي أنبأنا إسحق بن أحمد الفارسي حدثنا محمد بن عامر حدثنا موسى بن أيوب (ح) وأنبأنا علي بن أحمد المديني أنبأنا الحسن بن جعفر الماقروحي حدثنا أبو صالح العبقري حدثنا أبو مسعود حدثنا محمد بن يحيى قالوا حدثنا مروان بن معاوية عن سهل نب عبداللّه المروزي عن عبدالملك بن مهران عن أبي صالح ذكوان عن أبي هريرة قال قال رسول اللّه صلى اللّه عليه وسلم من ولع بأكل الطين حاسبه اللّه بما ذهب من قوته ولونه وقال أبو القاسم المديني الصحاف أنبأنا أبو القاسم ظفر بن القاسم بن ظفر البلخي أنبأنا محمد بن عبدالعزيز الكرماني حدثنا حامد بن شعيب حدثنا عبدالعزيز بن مسلم حدثنا يزيد الهروي عن أبيه عن هشام بن عروة عن أبيه عن عائشة أن رسول اللّه صلى اللّه عليه وسلم قال من ولع بأكل الطين فمات كذلك جعل اللّه ذلك الطين ناراً في صدره يتغباه طول القيامة حتى يفرغ اللّه من حساب خلقه وقال. أنبأنا محمد بن محمد بن الحسن أنبأنا عبداللّه بن محمد حدثنا أحمد بن محمود بن صبيح حدثنا إبراهيم بن عمر حدثنا محمد بن يحيى المكي حدثنا مروان بن معاوية حدثنا سهل بن عبداللّه عن عبدالملك بن مهران عن ذكوان بن أبي هريرة قال رسول اللّه صلى اللّه عليه وسلم من ولع بأكل الطين جعله اللّه في بطنه ناراً يوم القيامة حتى يفرغ من القضاء بين خلقه. وقال أنبأنا علي بن أحمد حدثنا أحمد بن محمد بن زفر حدثنا عبداللّه بن محمد حدثنا إسماعيل بن أحمد حدثنا محمد بن عبداللّه بن يزيد المقري حدثنا مروان بن معاوية حدثنا سهل بن عبداللّه المروزي عن عبدالواحد بن إبراهيم عن مكحول رفع الحديث إلى النبي صلى اللّه عليه وسلم أنه قال من ولع بأكل الطين جعله اللّه ناراً في بطنه حتى يفرغ من القضاء بين خلقه وقال أنبأنا عبدالصمد بن محمد بن إبراهيم بن أحمد المستملي حدثنا جرير بن ثور حدثنا يحيى بن خالد المهلبي أنبأنا معروف بن حسان عن زياد هو الأعلم عن الحسن عن أبي هررة قال قال رسول اللّه صلى اللّه عليه وسلم من أكل الطين فقد أعلن على قتل نفسه وقال أنبأنا علي بن أحمد حدثنا ظفر بن القاسم البلخي حدثنا محمد بن عبدالعزيز الكرماني حدثنا حمزة بين حبيب المكي حدثنا مودع بن مودع أبو سهل حدثنا هشام بن عروة عن أبيه عن عائشة قالت نظر إلي رسول اللّه صلى اللّه صلى اللّه وأنا أولع بالطين فقال مهلا يا حميراء فإنه يصفر اللون ويرق العظم والجلد ويحفر العروق ويكبر البطن ويدق العنق ويورث الماء الأصفر يا حميراء إياك وإياه وإن اللّه يعذب يوم القيامة من ولع به. وقال ابن علي أنبأنا أبو الحسين علي بنالحسن الرسمي حدثنا إسماعيل ابن أحمد المديني حدثنا سلمة بن شبيب حدثنا أحمد بن نصر عن أبان عن أنس. قال قال رسول اللّه صلى اللّه عليه وسلم من أكل التراب وضع عرقاً فقد أعان على قتل نفسه وقال أنبأنا أبو بكر محمد بن أحمد بن عبدالرحمن حدثنا أحمد بن محمود حدثنا سعيد ابن عبداللّه الأنباري حدثنا أحمد بن زكريا مهران حدثنا أبي سمعت أنس ابن مالك يقول قال رسول اللّه صلى اللّه عليه وسلم من توضأ بالطين أو غسل رأسه بالطين أذهب اللّه عنه الغيرة أربعين صباحاً وقال أنبأنا أبو الحسين محمد بن محمد بن علي الوراق فيما أذن لي أنبأنا أحمد بن محمد بن موسى بن الصلت حدثنا أحمد بن محمد بن عبداللّه الجوهري حدثنا أحمد بن عبيد حدثنا ناصح النحوي حدثنا الهيثم بن عدي عن هشام بن عروة ع أبيه عن عائشة قالت قال لي رسول اللّه صلى اللّه عليه وسلم يا حميراء لا تأكلي الطين فإنه يحفر البصر ويغير اللون واللّه أعلم.‏,وقال أنبأنا محمد بن إبراهيم بن أحمد الفارسي باسفرائن حدثنا أبو الحسن علي بن أحمد الجرجاني المحتسب أخبرني عبداللّه بن محمد بن حبيب المرزوني حدثنا عبداللّه بن حماد الآملي حدثنا محمد بن عبدالعزيز الرملي (ح) وأنبأنا محمد بن عبدالرزاق أنبأنا جدي أنبأنا إسحق بن أحمد الفارسي حدثنا محمد بن عامر حدثنا موسى بن أيوب (ح) وأنبأنا علي بن أحمد المديني أنبأنا الحسن بن جعفر الماقروحي حدثنا أبو صالح العبقري حدثنا أبو مسعود حدثنا محمد بن يحيى قالوا حدثنا مروان بن معاوية عن سهل نب عبداللّه المروزي عن عبدالملك بن مهران عن أبي صالح ذكوان عن أبي هريرة قال قال رسول اللّه صلى اللّه عليه وسلم , من ولع بأكل الطين حاسبه اللّه بما ذهب من قوته ولونه,,,non-authentic,‏كتاب الأطعمة,
